
DEPTH           POR        PORW       BULK       PORT       PORF       PERM         HF         PF         SW         SH       CALC         CL       PORX       PORH        RWA       RMFA
1924.2500      23.820     23.820      0.000     23.820     23.820     39.065      0.279      1.463    100.000      1.345      0.000      1.345      0.000      0.000      0.179      0.320
1924.3750      21.426     21.426      0.000     21.426     21.426     10.677      0.279      1.490    100.000      3.353      0.000      3.353      0.000      0.000      0.159      0.295
1924.5000      22.702     22.702      0.000     22.702     22.702     21.317      0.279      1.518    100.000      4.191      0.000      4.191      0.000      0.000      0.174      0.364
1924.6250      25.002     25.002      0.000     25.002     25.002     74.137      0.279      1.549    100.000      3.789      0.000      3.789      0.000      0.000      0.202      0.476
1924.7500      27.518     26.823      0.000     27.518     26.823    289.929      0.280      1.584     97.476      2.990      0.000      2.990      0.347      0.347      0.232      0.584
1924.8750      29.250     27.310      0.000     29.250     27.310    741.463      0.282      1.620     93.367      2.290      0.000      2.290      0.970      0.970      0.251      0.635
1925.0000      29.846     27.547      0.000     29.846     27.547   1024.267      0.285      1.658     92.297      1.780      0.000      1.780      1.149      1.149      0.257      0.628
1925.1250      30.023     27.733      0.000     30.023     27.733   1127.176      0.288      1.695     92.373      2.139      0.000      2.139      1.145      1.145      0.257      0.594
1925.2500      30.373     27.992      0.000     30.373     27.992   1362.865      0.291      1.733     92.160      4.195      0.000      4.195      1.191      1.191      0.258      0.586
1925.3750      33.138     28.721      0.000     33.138     28.721   6100.442      0.297      1.774     86.670      9.276      0.000      9.276      2.209      2.209      0.289      0.655
1925.5000      37.334     29.769      0.000     37.334     29.769  59299.430      0.306      1.821     79.735     15.537      0.000     15.537      3.783      3.783      0.337      0.791
1925.6250      38.642     30.320      0.000     38.642     30.320 120430.031      0.316      1.869     78.464     27.939      0.000     27.939      4.161      4.161      0.347      0.870
1925.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     43.690      0.000     43.690      0.000      0.000      0.318      0.827
1925.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     59.749      0.000     59.749      0.000      0.000      0.342      0.863
1926.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     70.164      0.000     70.164      0.000      0.000      0.337      0.745
1926.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     83.996      0.000     83.996      0.000      0.000      0.299      0.509
1926.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     92.516      0.000     92.516      0.000      0.000      0.260      0.338
1926.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     96.208      0.000     96.208      0.000      0.000      0.292      0.295
1926.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     97.611      0.000     97.611      0.000      0.000      0.311      0.251
1926.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.870    100.000     97.363      0.000     97.363      0.000      0.000      0.300      0.199
1926.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.871    100.000     91.665      0.000     91.665      0.000      0.000      0.284      0.166
1926.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.871    100.000     78.330      0.000     78.330      0.000      0.000      0.248      0.130
1927.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.871    100.000     59.840      0.000     59.840      0.000      0.000      0.200      0.096
1927.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.871    100.000     44.236      0.000     44.236      0.000      0.000      0.204      0.096
1927.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.316      1.871    100.000     37.695      0.000     37.695      0.000      0.000      0.230      0.120
1927.3750      24.829     23.054      0.000     24.829     23.054     67.530      0.319      1.902     92.852     33.699      0.000     33.699      0.887      0.887      0.254      0.152
1927.5000      25.751     22.246      0.000     25.751     22.246    111.263      0.323      1.934     86.390     30.629      0.000     30.629      1.752      1.752      0.290      0.194
1927.6250      24.082     21.037      0.000     24.082     21.037     45.043      0.327      1.964     87.353     27.326      0.000     27.326      1.523      1.523      0.284      0.202
1927.7500      20.764     19.609      0.000     20.764     19.609      7.455      0.328      1.990     94.441     24.410      0.000     24.410      0.577      0.577      0.246      0.183
1927.8750      17.050     17.050      0.000     17.050     17.050      0.996      0.328      2.012    100.000     20.986      0.000     20.986      0.000      0.000      0.203      0.148
1928.0000      12.836     12.836      0.000     12.836     12.836      0.101      0.328      2.028    100.000     16.748      0.000     16.748      0.000      0.000      0.152      0.104
1928.1250       9.417      9.417      0.000      9.417      9.417      0.100      0.328      2.040    100.000     12.915      0.000     12.915      0.000      0.000      0.104      0.076
1928.2500      14.677     14.677      0.000     14.677     14.677      0.275      0.328      2.058    100.000     10.338      0.000     10.338      0.000      0.000      0.214      0.197
1928.3750      20.499     15.423      0.000     20.499     15.423      6.459      0.335      2.083     75.236      7.635      0.000      7.635      2.538      2.538      0.375      0.487
1928.5000      25.405     15.805      0.000     25.405     15.805     92.257      0.347      2.115     62.213      5.674      0.000      5.674      4.800      4.800      0.533      0.829
1928.6250      29.645     16.282      0.000     29.645     26.297    918.258      0.363      2.152     54.924      4.113      0.000      4.113      6.681      6.681      0.671      1.279
1928.7500      33.378     17.169      0.000     33.378     26.237   6944.326      0.384      2.194     51.439      3.160      0.000      3.160      8.104      8.104      0.758      1.642
1928.8750      36.712     17.899      0.000     36.712     26.620  42315.027      0.407      2.240     48.756      2.860      0.000      2.860      9.406      9.406      0.837      1.907
1929.0000      39.725     18.372      0.000     39.725     27.439 216605.281      0.434      2.290     46.247      2.588      0.000      2.588     10.677     10.677      0.922      2.086
1929.1250      40.000     18.548      0.000     40.000     28.043 251464.469      0.461      2.340     46.371      2.410      0.000      2.410     10.726     10.726      0.918      2.030
1929.2500      40.000     18.607      0.000     40.000     28.614 251464.469      0.487      2.390     46.518      2.355      0.000      2.355     10.696     10.696      0.913      1.955
1929.3750      24.515     16.624      0.000     24.515     16.624     56.941      0.497      2.420     67.810      2.205      0.000      2.205      3.946      3.946      0.454      0.923
1929.5000      26.535     16.925      0.000     26.535     16.925    170.200      0.509      2.453     63.784      1.998      0.000      1.998      4.805      4.805      0.509      0.960
1929.6250      29.465     17.387      0.000     29.465     26.515    833.259      0.524      2.490     59.009      2.128      0.000      2.128      6.039      6.039      0.588      1.030
1929.7500      30.719     17.745      0.000     30.719     27.526   1643.848      0.541      2.529     57.767      2.605      0.000      2.605      6.487      6.487      0.611      1.025
1929.8750      31.148     18.264      0.000     31.148     27.994   2073.669      0.557      2.568     58.636      3.544      0.000      3.544      6.442      6.442      0.595      1.045
1930.0000      31.905     18.819      0.000     31.905     28.709   3126.928      0.573      2.607     58.984      4.654      0.000      4.654      6.543      6.543      0.588      1.119
1930.1250      33.090     19.660      0.000     33.090     19.660   5943.022      0.590      2.649     59.412      6.506      0.000      6.506      6.715      6.715      0.580      1.219
1930.2500      34.677     20.567      0.000     34.677     30.327  14044.918      0.607      2.692     59.310      9.228      0.000      9.228      7.055      7.055      0.582      1.348
1930.3750      35.845     21.380      0.000     35.845     30.246  26453.020      0.625      2.737     59.646     13.252      0.000     13.252      7.232      7.232      0.576      1.441
1930.5000      33.936     22.012      0.000     33.936     30.318   9398.107      0.640      2.779     64.865     15.696      0.000     15.696      5.962      5.962      0.493      1.296
1930.6250      31.439     22.912      0.000     31.439     22.912   2428.652      0.651      2.819     72.877     15.263      0.000     15.263      4.264      4.264      0.398      1.074
1930.7500      27.389     23.594      0.000     27.389     23.594    270.465      0.656      2.853     86.144     14.715      0.000     14.715      1.898      1.898      0.292      0.610
1930.8750      28.929     24.949      0.000     28.929     24.949    623.032      0.661      2.889     86.242     17.902      0.000     17.902      1.990      1.990      0.291      0.591
1931.0000      32.657     26.307      0.000     32.657     26.307   4699.823      0.669      2.930     80.553     25.038      0.000     25.038      3.175      3.175      0.330      0.645
1931.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.930    100.000     39.977      0.000     39.977      0.000      0.000      0.371      0.662
1931.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.930    100.000     50.657      0.000     50.657      0.000      0.000      0.390      0.634
1931.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.930    100.000     54.490      0.000     54.490      0.000      0.000      0.340      0.455
1931.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.930    100.000     51.588      0.000     51.588      0.000      0.000      0.290      0.321
1931.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.930    100.000     46.410      0.000     46.410      0.000      0.000      0.239      0.229
1931.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     48.014      0.000     48.014      0.000      0.000      0.224      0.226
1931.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     53.959      0.000     53.959      0.000      0.000      0.250      0.265
1932.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     60.555      0.000     60.555      0.000      0.000      0.283      0.315
1932.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     65.346      0.000     65.346      0.000      0.000      0.320      0.356
1932.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     70.335      0.000     70.335      0.000      0.000      0.301      0.326
1932.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     72.306      0.000     72.306      0.000      0.000      0.245      0.259
1932.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     67.210      0.000     67.210      0.000      0.000      0.188      0.188
1932.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.931    100.000     57.874      0.000     57.874      0.000      0.000      0.118      0.116
1932.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     45.006      0.000     45.006      0.000      0.000      0.142      0.150
1932.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     36.228      0.000     36.228      0.000      0.000      0.202      0.228
1933.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     39.650      0.000     39.650      0.000      0.000      0.261      0.299
1933.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     49.369      0.000     49.369      0.000      0.000      0.290      0.311
1933.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     59.491      0.000     59.491      0.000      0.000      0.252      0.248
1933.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     70.484      0.000     70.484      0.000      0.000      0.266      0.247
1933.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     76.173      0.000     76.173      0.000      0.000      0.210      0.184
1933.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.932    100.000     84.022      0.000     84.022      0.000      0.000      0.233      0.195
1933.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     83.406      0.000     83.406      0.000      0.000      0.265      0.209
1933.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     77.771      0.000     77.771      0.000      0.000      0.209      0.162
1934.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     70.545      0.000     70.545      0.000      0.000      0.206      0.172
1934.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     62.542      0.000     62.542      0.000      0.000      0.186      0.169
1934.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     58.960      0.000     58.960      0.000      0.000      0.215      0.210
1934.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     66.576      0.000     66.576      0.000      0.000      0.274      0.264
1934.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     76.456      0.000     76.456      0.000      0.000      0.326      0.288
1934.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.933    100.000     84.564      0.000     84.564      0.000      0.000      0.350      0.291
1934.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     88.720      0.000     88.720      0.000      0.000      0.274      0.214
1934.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     90.760      0.000     90.760      0.000      0.000      0.280      0.206
1935.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     91.782      0.000     91.782      0.000      0.000      0.303      0.201
1935.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     90.777      0.000     90.777      0.000      0.000      0.330      0.189
1935.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     89.661      0.000     89.661      0.000      0.000      0.330      0.169
1935.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     87.559      0.000     87.559      0.000      0.000      0.167      0.086
1935.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     84.161      0.000     84.161      0.000      0.000      0.000      0.000
1935.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.934    100.000     80.983      0.000     80.983      0.000      0.000      0.037      0.036
1935.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     78.994      0.000     78.994      0.000      0.000      0.125      0.158
1935.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     78.180      0.000     78.180      0.000      0.000      0.207      0.288
1936.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     80.655      0.000     80.655      0.000      0.000      0.278      0.348
1936.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     81.058      0.000     81.058      0.000      0.000      0.340      0.356
1936.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     80.919      0.000     80.919      0.000      0.000      0.362      0.316
1936.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     77.426      0.000     77.426      0.000      0.000      0.302      0.224
1936.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     67.180      0.000     67.180      0.000      0.000      0.234      0.166
1936.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.669      2.935    100.000     52.460      0.000     52.460      0.000      0.000      0.160      0.118
1936.7500      16.040     16.040      0.000     16.040     16.040      0.576      0.669      2.956    100.000     34.113      0.000     34.113      0.000      0.000      0.103      0.089
1936.8750      20.441     20.441      0.000     20.441     20.441      6.260      0.669      2.981    100.000     26.370      0.000     26.370      0.000      0.000      0.145      0.159
1937.0000      24.699     24.699      0.000     24.699     24.699     62.935      0.669      3.012    100.000     22.715      0.000     22.715      0.000      0.000      0.185      0.272
1937.1250      28.446     28.446      0.000     28.446     28.446    479.645      0.669      3.048    100.000     27.149      0.000     27.149      0.000      0.000      0.220      0.371
1937.2500      31.792     29.910      0.000     31.792     29.910   2940.914      0.671      3.087     94.079     32.529      0.000     32.529      0.941      0.941      0.248      0.404
1937.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.087    100.000     43.211      0.000     43.211      0.000      0.000      0.275      0.399
1937.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.088    100.000     54.996      0.000     54.996      0.000      0.000      0.300      0.367
1937.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.088    100.000     47.129      0.000     47.129      0.000      0.000      0.303      0.322
1937.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.088    100.000     37.332      0.000     37.332      0.000      0.000      0.224      0.217
1937.8750      26.151     26.151      0.000     26.151     26.151    138.215      0.671      3.120    100.000     26.654      0.000     26.654      0.000      0.000      0.167      0.163
1938.0000      21.694     21.694      0.000     21.694     21.694     12.346      0.671      3.148    100.000     19.838      0.000     19.838      0.000      0.000      0.133      0.135
1938.1250      24.416     24.416      0.000     24.416     24.416     53.986      0.671      3.178    100.000     15.763      0.000     15.763      0.000      0.000      0.164      0.186
1938.2500      28.021     28.021      0.000     28.021     28.021    380.831      0.671      3.213    100.000     11.683      0.000     11.683      0.000      0.000      0.205      0.264
1938.3750      26.911     26.911      0.000     26.911     26.911    208.661      0.671      3.247    100.000      6.889      0.000      6.889      0.000      0.000      0.194      0.325
1938.5000      23.626     23.626      0.000     23.626     23.626     35.173      0.671      3.276    100.000      4.517      0.000      4.517      0.000      0.000      0.158      0.329
1938.6250      18.764     18.764      0.000     18.764     18.764      2.522      0.671      3.300    100.000      9.583      0.000      9.583      0.000      0.000      0.111      0.279
1938.7500      23.762     23.762      0.000     23.762     23.762     37.875      0.671      3.329    100.000     18.183      0.000     18.183      0.000      0.000      0.153      0.451
1938.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     35.415      0.000     35.415      0.000      0.000      0.168      0.507
1939.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     60.107      0.000     60.107      0.000      0.000      0.164      0.326
1939.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     71.827      0.000     71.827      0.000      0.000      0.257      0.393
1939.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     80.566      0.000     80.566      0.000      0.000      0.302      0.358
1939.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     85.329      0.000     85.329      0.000      0.000      0.297      0.285
1939.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     89.552      0.000     89.552      0.000      0.000      0.280      0.213
1939.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     90.981      0.000     90.981      0.000      0.000      0.264      0.190
1939.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.330    100.000     93.068      0.000     93.068      0.000      0.000      0.249      0.158
1939.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     98.494      0.000     98.494      0.000      0.000      0.237      0.150
1940.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     99.900      0.000     99.900      0.000      0.000      0.222      0.155
1940.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     95.390      0.000     95.390      0.000      0.000      0.202      0.124
1940.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     97.972      0.000     97.972      0.000      0.000      0.180      0.113
1940.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     99.038      0.000     99.038      0.000      0.000      0.167      0.107
1940.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     99.900      0.000     99.900      0.000      0.000      0.160      0.099
1940.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     99.900      0.000     99.900      0.000      0.000      0.149      0.096
1940.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.331    100.000     99.900      0.000     99.900      0.000      0.000      0.137      0.099
1940.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.166      0.135
1941.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.208      0.190
1941.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.245      0.245
1941.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.251      0.252
1941.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.214      0.192
1941.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.228      0.166
1941.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.260      0.156
1941.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.332    100.000     99.900      0.000     99.900      0.000      0.000      0.290      0.161
1941.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     99.900      0.000     99.900      0.000      0.000      0.308      0.161
1942.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     99.900      0.000     99.900      0.000      0.000      0.322      0.153
1942.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     99.900      0.000     99.900      0.000      0.000      0.337      0.142
1942.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     99.900      0.000     99.900      0.000      0.000      0.354      0.148
1942.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     99.900      0.000     99.900      0.000      0.000      0.247      0.111
1942.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     98.739      0.000     98.739      0.000      0.000      0.244      0.121
1942.6250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     95.193      0.000     95.193      0.000      0.000      0.235      0.124
1942.7500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.333    100.000     93.516      0.000     93.516      0.000      0.000      0.234      0.132
1942.8750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     90.352      0.000     90.352      0.000      0.000      0.250      0.152
1943.0000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     85.094      0.000     85.094      0.000      0.000      0.276      0.170
1943.1250       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     76.041      0.000     76.041      0.000      0.000      0.266      0.164
1943.2500       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     67.243      0.000     67.243      0.000      0.000      0.274      0.183
1943.3750       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     54.119      0.000     54.119      0.000      0.000      0.249      0.181
1943.5000       0.001      0.001      0.000      0.001      0.001      0.010      0.671      3.334    100.000     41.811      0.000     41.811      0.000      0.000      0.211      0.163
1943.6250      21.424     21.424      0.000     21.424     21.424     10.667      0.671      3.361    100.000     30.808      0.000     30.808      0.000      0.000      0.189      0.153
1943.7500      26.067     24.215      0.000     26.067     24.215    132.070      0.673      3.394     92.895     21.371      0.000     21.371      0.926      0.926      0.254      0.218
1943.8750      31.364     25.186      0.000     31.364     25.186   2331.240      0.681      3.433     80.303     12.241      0.000     12.241      3.089      3.089      0.332      0.316
1944.0000      32.665     25.984      0.000     32.665     25.984   4719.587      0.689      3.474     79.547      6.284      0.000      6.284      3.340      3.340      0.338      0.388
1944.1250      30.717     26.035      0.000     30.717     26.035   1642.128      0.695      3.512     84.757      3.350      0.000      3.350      2.341      2.341      0.301      0.406
1944.2500      31.446     26.724      0.000     31.446     26.724   2437.034      0.701      3.551     84.984      1.386      0.000      1.386      2.361      2.361      0.299      0.498
1944.3750      32.011     27.627      0.000     32.011     27.627   3310.529      0.707      3.591     86.305      0.000      0.000      0.000      2.192      2.192      0.291      0.623
1944.5000      31.900     28.436      0.000     31.900     28.436   3118.258      0.711      3.631     89.142      0.000      0.000      0.000      1.732      1.732      0.274      0.798
1944.6250      31.567     29.105      0.000     31.567     29.105   2602.596      0.714      3.671     92.202      0.000      0.000      0.000      1.231      1.231      0.257      0.919
1944.7500      31.230     30.019      0.000     31.230     30.019   2167.985      0.716      3.710     96.124      0.000      0.000      0.000      0.605      0.605      0.238      1.068
1944.8750      30.487     30.487      0.000     30.487     30.487   1449.177      0.716      3.748    100.000      0.000      0.000      0.000      0.000      0.000      0.221      0.973
1945.0000      29.962     29.962      0.000     29.962     29.962   1090.294      0.716      3.785    100.000      0.000      0.000      0.000      0.000      0.000      0.207      0.847
1945.1250      29.666     29.666      0.000     29.666     29.666    928.924      0.716      3.822    100.000      0.000      0.000      0.000      0.000      0.000      0.198      0.732
1945.2500      29.725     29.725      0.000     29.725     29.725    959.269      0.716      3.859    100.000      0.000      0.000      0.000      0.000      0.000      0.195      0.632
1945.3750      29.725     29.725      0.000     29.725     29.725    959.261      0.716      3.897    100.000      0.000      0.000      0.000      0.000      0.000      0.191      0.529
1945.5000      29.725     29.725      0.000     29.725     29.725    959.254      0.716      3.934    100.000      0.000      0.000      0.000      0.000      0.000      0.188      0.498
1945.6250      29.547     29.547      0.000     29.547     29.547    870.875      0.716      3.971    100.000      0.000      0.000      0.000      0.000      0.000      0.184      0.514
1945.7500      29.368     29.368      0.000     29.368     29.368    790.203      0.716      4.007    100.000      0.000      0.000      0.000      0.000      0.000      0.179      0.531
1945.8750      29.066     29.066      0.000     29.066     29.066    671.174      0.716      4.044    100.000      0.000      0.000      0.000      0.000      0.000      0.173      0.543
1946.0000      27.977     27.977      0.000     27.977     27.977    371.870      0.716      4.079    100.000      0.000      0.000      0.000      0.000      0.000      0.161      0.534
1946.1250      26.083     26.083      0.000     26.083     26.083    133.253      0.716      4.111    100.000      0.000      0.000      0.000      0.000      0.000      0.145      0.491
1946.2500      26.970     26.970      0.000     26.970     26.970    215.420      0.716      4.145    100.000      0.000      0.000      0.000      0.000      0.000      0.152      0.517
1946.3750      29.368     29.368      0.000     29.368     29.368    790.169      0.716      4.182    100.000      0.000      0.000      0.000      0.000      0.000      0.175      0.588
1946.5000      29.902     29.902      0.000     29.902     29.902   1055.937      0.716      4.219    100.000      0.000      0.000      0.000      0.000      0.000      0.184      0.599
1946.6250      29.902     29.902      0.000     29.902     29.902   1055.929      0.716      4.257    100.000      0.000      0.000      0.000      0.000      0.000      0.186      0.593
1946.7500      30.020     30.020      0.000     30.020     30.020   1125.442      0.716      4.294    100.000      0.000      0.000      0.000      0.000      0.000      0.189      0.590
1946.8750      30.254     30.254      0.000     30.254     30.254   1277.595      0.716      4.332    100.000      0.000      0.000      0.000      0.000      0.000      0.190      0.592
1947.0000      30.803     30.803      0.000     30.803     30.803   1720.178      0.716      4.370    100.000      0.000      0.000      0.000      0.000      0.000      0.192      0.605
1947.1250      31.003     31.003      0.000     31.003     31.003   1916.920      0.716      4.409    100.000      0.000      0.000      0.000      0.000      0.000      0.191      0.620
1947.2500      30.889     30.889      0.000     30.889     30.889   1802.048      0.716      4.448    100.000      0.000      0.000      0.000      0.000      0.000      0.186      0.615
1947.3750      30.196     30.196      0.000     30.196     30.196   1237.794      0.716      4.485    100.000      0.000      0.000      0.000      0.000      0.000      0.175      0.579
1947.5000      28.596     28.596      0.000     28.596     28.596    520.043      0.716      4.521    100.000      0.000      0.000      0.000      0.000      0.000      0.158      0.491
1947.6250      26.742     26.742      0.000     26.742     26.742    190.431      0.716      4.555    100.000      0.000      0.000      0.000      0.000      0.000      0.140      0.379
1947.7500      29.367     29.367      0.000     29.367     29.367    790.094      0.716      4.591    100.000      0.000      0.000      0.000      0.000      0.000      0.157      0.361
1947.8750      31.955     31.955      0.000     31.955     31.955   3212.208      0.716      4.631    100.000      0.000      0.000      0.000      0.000      0.000      0.175      0.353
1948.0000      32.120     32.120      0.000     32.120     32.120   3512.924      0.716      4.671    100.000      0.000      0.000      0.000      0.000      0.000      0.183      0.310
1948.1250      31.955     31.955      0.000     31.955     31.955   3212.146      0.716      4.711    100.000      0.000      0.000      0.000      0.000      0.000      0.191      0.277
1948.2500      31.116     31.116      0.000     31.116     31.116   2038.473      0.716      4.750    100.000      0.000      0.000      0.000      0.000      0.000      0.188      0.238
1948.3750      29.784     29.784      0.000     29.784     29.784    990.341      0.716      4.788    100.000      0.000      0.000      0.000      0.000      0.000      0.184      0.205
1948.5000      28.578     28.578      0.000     28.578     28.578    515.086      0.716      4.823    100.000      0.000      0.000      0.000      0.000      0.000      0.181      0.205
1948.6250      28.393     28.393      0.000     28.393     28.393    465.916      0.716      4.859    100.000      0.000      0.000      0.000      0.000      0.000      0.186      0.282
1948.7500      28.884     28.884      0.000     28.884     28.884    607.968      0.716      4.895    100.000      0.000      0.000      0.000      0.000      0.000      0.198      0.369
1948.8750      29.666     29.666      0.000     29.666     29.666    928.680      0.716      4.932    100.000      0.000      0.000      0.000      0.000      0.000      0.212      0.468
